Sample_ID,Raw_TDS_ppm,Raw_Turbidity_NTU,Raw_Temperature_C,Treated_TDS_ppm,Treated_Turbidity_NTU,Treated_pH,Treated_Temperature_C,Flow_Rate_L_min,TDS_Removal_Efficiency_pct,Turbidity_Removal_Efficiency_pct,Temperature_Difference_C,Previous_TDS_Efficiency_pct,Efficiency_Improvement_pp,Rolling_3Cycle_Avg_Efficiency_pct,Efficiency_Trend_pct,Previous_Turbidity_Efficiency_pct,Rolling_3Cycle_Avg_Turbidity_Efficiency_pct,Cycle_Number,Filter_Health_Score_pct,Water_Quality_Class,Filter_Health,ML_Split
JR-07873,416.25,17.12,26.66,226.72,7.98,7.16,26.71,1.19,45.53,53.41,-0.05,47.44,-1.9,44.64,-4.02,47.46,52.11,3,63.87,CRITICAL,UNHEALTHY,TRAIN
JR-04112,403.51,9.98,27.95,125.77,4.11,5.81,27.38,1.172,68.83,58.79,0.57,76.58,-7.75,70.45,-10.12,58.55,56.41,22,67.54,WARNING,MODERATE,TEST
JR-02770,483.73,9.33,25.83,78.82,1.15,7.67,25.58,1.788,83.71,87.64,0.26,85.4,-1.69,85.8,-1.98,79.05,85.18,28,100.0,SAFE,HEALTHY,TRAIN
JR-00921,338.84,3.0,21.53,49.69,0.61,7.28,21.83,1.754,85.33,79.84,-0.3,93.79,-8.46,90.97,-9.02,74.41,77.2,13,94.97,SAFE,HEALTHY,TRAIN
JR-06709,380.86,18.07,25.9,224.05,3.65,6.0,25.66,0.967,41.17,79.82,0.24,40.67,0.51,44.15,1.24,67.69,75.95,16,79.21,CRITICAL,UNHEALTHY,TRAIN
JR-03588,286.82,6.12,21.55,65.65,0.68,7.59,20.4,1.562,77.11,88.91,1.14,84.69,-7.58,82.04,-8.95,96.63,93.83,5,97.92,SAFE,HEALTHY,TRAIN
JR-03960,493.61,5.69,23.6,39.88,0.38,6.88,23.57,1.67,91.92,93.28,0.02,85.9,6.02,89.94,7.01,98.0,93.17,30,100.0,SAFE,HEALTHY,TEST
JR-00039,569.39,5.76,19.41,86.97,0.88,7.77,19.05,2.0,84.73,84.64,0.37,84.63,0.1,85.75,0.12,83.7,86.96,4,100.0,SAFE,HEALTHY,TEST
JR-04460,589.66,6.56,20.42,199.19,1.51,6.82,20.11,1.263,66.22,76.95,0.31,71.07,-4.85,65.34,-6.83,74.7,78.53,2,82.97,WARNING,MODERATE,TEST
JR-04279,653.31,15.67,25.43,245.79,4.87,7.23,25.39,1.473,62.38,68.95,0.04,64.59,-2.22,61.76,-3.43,71.17,65.93,19,81.18,WARNING,MODERATE,TEST
JR-02984,299.24,1.83,23.49,47.59,0.13,7.34,22.79,1.849,84.1,92.84,0.71,84.53,-0.43,83.42,-0.51,93.5,92.81,10,100.0,SAFE,HEALTHY,TEST
JR-05291,534.82,16.4,25.75,149.79,5.64,6.92,26.33,1.432,71.99,65.59,-0.58,74.74,-2.75,70.97,-3.68,65.95,63.95,30,77.82,WARNING,MODERATE,TEST
JR-07981,661.5,1.86,31.48,304.61,0.68,7.11,30.19,1.438,53.95,63.34,1.29,63.1,-9.15,58.56,-14.5,58.56,59.87,5,76.27,CRITICAL,UNHEALTHY,TRAIN
JR-05218,231.51,20.45,22.83,49.28,6.14,7.08,22.63,1.908,78.71,69.99,0.2,87.81,-9.1,81.31,-10.36,81.78,75.97,22,90.65,WARNING,MODERATE,TEST
JR-02668,405.86,3.02,27.42,124.25,0.26,7.55,26.56,1.968,69.39,91.36,0.86,63.24,6.15,70.53,9.72,94.5,93.98,6,100.0,SAFE,HEALTHY,TRAIN
JR-03224,506.3,3.81,25.86,121.03,0.37,7.25,24.54,1.825,76.09,90.27,1.32,78.51,-2.42,72.73,-3.08,84.52,86.62,2,100.0,SAFE,HEALTHY,TRAIN
JR-01183,432.97,2.32,26.53,82.51,0.23,6.82,26.9,1.665,80.94,89.98,-0.38,78.89,2.05,81.38,2.6,97.49,92.52,16,100.0,SAFE,HEALTHY,TRAIN
JR-07264,555.76,20.34,28.02,303.63,6.84,5.84,27.99,0.425,45.37,66.39,0.02,44.58,0.78,46.69,1.76,68.41,66.33,10,58.3,CRITICAL,UNHEALTHY,TRAIN
JR-00615,506.88,3.53,19.62,107.47,0.97,7.63,19.63,2.0,78.8,72.5,-0.01,86.34,-7.54,80.04,-8.74,70.81,67.82,18,94.38,SAFE,HEALTHY,TEST
JR-07851,482.5,16.1,28.53,245.57,4.99,7.16,28.94,1.704,49.1,68.99,-0.41,53.56,-4.45,53.21,-8.31,64.67,67.57,3,85.82,CRITICAL,UNHEALTHY,TEST
JR-01467,313.87,3.5,26.28,64.23,0.89,7.66,25.35,1.828,79.54,74.56,0.93,78.05,1.49,79.84,1.9,72.94,73.84,20,92.48,SAFE,HEALTHY,TRAIN
JR-04498,780.67,3.77,27.36,282.31,0.95,7.21,26.06,1.943,63.84,74.84,1.31,59.51,4.33,62.5,7.27,81.89,75.54,1,95.0,WARNING,MODERATE,TRAIN
JR-03043,429.4,2.08,29.69,60.73,0.34,6.76,28.34,2.0,85.86,83.42,1.35,76.35,9.51,80.07,12.45,75.41,83.62,4,100.0,SAFE,HEALTHY,TRAIN
JR-00935,478.08,6.26,21.87,79.26,0.54,6.65,21.9,1.95,83.42,91.31,-0.04,77.68,5.75,79.96,7.4,95.4,94.06,10,100.0,SAFE,HEALTHY,TRAIN
JR-02420,381.06,4.61,26.3,97.24,0.6,6.93,26.51,1.694,74.48,86.99,-0.22,65.08,9.4,71.96,14.45,85.29,83.61,28,99.12,SAFE,HEALTHY,TRAIN
JR-05086,413.77,12.27,24.14,180.31,2.29,6.4,23.18,1.417,56.42,81.3,0.97,54.87,1.56,56.44,2.84,76.71,80.03,11,89.31,WARNING,MODERATE,TEST
JR-07223,740.37,12.53,20.98,433.9,4.35,6.96,20.72,0.558,41.39,65.29,0.26,36.46,4.93,37.1,13.53,70.26,66.35,29,60.12,CRITICAL,UNHEALTHY,TRAIN
JR-07649,687.99,18.43,23.94,355.59,10.47,8.06,23.77,1.272,48.31,43.15,0.17,54.59,-6.28,53.11,-11.5,45.12,46.56,15,57.8,CRITICAL,UNHEALTHY,TRAIN
JR-04823,590.34,7.33,30.27,192.67,1.74,6.98,28.21,1.206,67.36,76.22,2.06,60.06,7.3,65.91,12.16,72.73,72.63,16,81.28,WARNING,MODERATE,TEST
JR-00827,497.81,6.18,24.26,116.15,1.11,7.35,23.41,1.676,76.67,82.09,0.85,76.89,-0.23,73.74,-0.29,85.27,82.32,9,95.08,SAFE,HEALTHY,TRAIN
JR-01522,547.67,2.76,23.24,67.76,0.5,7.45,22.67,1.432,87.63,82.03,0.58,78.14,9.49,83.53,12.14,76.65,75.47,24,90.16,SAFE,HEALTHY,TRAIN
JR-02931,559.53,5.84,23.77,75.16,1.08,6.68,22.51,2.0,86.57,81.43,1.26,93.88,-7.31,91.9,-7.79,82.42,81.74,22,100.0,SAFE,HEALTHY,TRAIN
JR-04233,314.42,9.83,23.36,99.36,3.68,6.59,23.26,1.105,68.4,62.52,0.1,66.03,2.36,71.35,3.58,63.43,59.73,22,68.99,WARNING,MODERATE,TRAIN
JR-00629,386.22,5.48,29.02,37.83,1.81,7.04,27.93,1.979,90.2,67.04,1.09,92.24,-2.04,93.48,-2.21,76.85,68.83,25,89.86,SAFE,HEALTHY,TEST
JR-04431,452.75,5.13,27.46,78.01,1.06,6.53,27.31,1.502,82.77,79.44,0.15,82.72,0.05,78.45,0.06,81.61,81.87,26,89.61,WARNING,MODERATE,TEST
JR-03854,331.82,4.15,23.85,69.05,1.47,6.73,23.59,1.709,79.19,64.54,0.26,79.5,-0.31,81.31,-0.39,66.62,66.19,23,82.57,SAFE,HEALTHY,TRAIN
JR-00391,405.75,5.52,20.19,57.12,0.58,7.12,19.9,1.449,85.92,89.58,0.29,90.6,-4.68,89.05,-5.17,84.34,89.86,3,96.17,SAFE,HEALTHY,TEST
JR-04346,523.1,13.26,26.22,134.79,4.96,7.23,26.03,1.192,74.23,62.55,0.18,74.82,-0.59,72.95,-0.78,61.32,62.22,2,70.76,WARNING,MODERATE,TEST
JR-07789,864.13,18.04,25.17,361.07,7.28,7.34,23.66,1.143,58.22,59.62,1.5,60.28,-2.06,58.32,-3.42,60.69,59.96,14,67.57,CRITICAL,UNHEALTHY,TRAIN
JR-05914,962.88,12.24,20.86,393.11,3.57,7.17,20.7,1.438,59.17,70.86,0.16,56.84,2.33,58.62,4.11,71.52,70.01,29,81.9,WARNING,MODERATE,TEST
JR-03991,260.82,2.94,21.65,54.56,0.41,7.38,21.98,1.391,79.08,86.19,-0.33,76.8,2.29,76.2,2.98,88.99,86.4,4,92.47,SAFE,HEALTHY,TEST
JR-00401,455.57,7.05,26.18,68.08,2.1,7.3,26.17,2.0,85.06,70.17,0.01,86.95,-1.9,88.55,-2.18,78.79,71.5,14,92.63,SAFE,HEALTHY,TRAIN
JR-04807,578.35,13.68,25.8,133.04,4.09,6.65,25.72,1.279,77.0,70.12,0.08,72.93,4.06,73.3,5.57,71.63,75.22,16,78.18,WARNING,MODERATE,TRAIN
JR-05136,560.73,9.4,29.62,143.34,1.73,6.74,28.79,1.455,74.44,81.58,0.84,79.28,-4.84,76.57,-6.11,82.65,80.68,13,90.28,WARNING,MODERATE,TRAIN
JR-06471,898.32,7.03,25.82,501.64,1.57,7.51,23.65,0.994,44.16,77.63,2.16,41.77,2.39,44.06,5.73,71.86,74.56,12,78.11,CRITICAL,UNHEALTHY,TEST
JR-03360,312.63,4.38,31.71,49.85,0.79,6.94,31.61,1.353,84.05,82.01,0.1,72.99,11.06,79.0,15.16,87.64,80.75,11,88.57,SAFE,HEALTHY,TEST
JR-00047,479.98,7.39,22.43,112.74,2.64,7.3,22.94,1.935,76.51,64.27,-0.51,80.69,-4.18,77.02,-5.18,61.19,60.3,14,86.9,SAFE,HEALTHY,TRAIN
JR-05658,730.18,10.03,23.96,191.45,2.67,7.08,23.34,1.658,73.78,73.42,0.62,77.98,-4.2,75.72,-5.38,78.83,73.23,5,88.23,WARNING,MODERATE,TRAIN
JR-07668,512.11,15.51,22.12,325.43,7.16,5.91,22.27,0.952,36.45,53.86,-0.15,41.14,-4.69,40.45,-11.4,58.67,54.14,15,59.44,CRITICAL,UNHEALTHY,TRAIN
JR-07878,885.36,12.26,29.41,382.48,3.79,6.1,29.84,1.049,56.8,69.05,-0.42,62.08,-5.28,59.73,-8.51,75.24,69.61,6,72.77,CRITICAL,UNHEALTHY,TRAIN
JR-03643,529.36,3.15,18.93,90.39,0.44,7.75,19.56,1.444,82.92,86.16,-0.63,82.97,-0.04,83.31,-0.05,93.48,89.06,29,93.5,SAFE,HEALTHY,TRAIN
JR-03727,300.67,4.41,20.86,57.37,0.99,7.53,20.42,1.929,80.92,77.58,0.44,83.59,-2.67,84.98,-3.19,82.27,75.27,18,96.76,SAFE,HEALTHY,TEST
JR-07325,600.69,20.92,33.28,296.45,9.54,7.67,33.29,0.903,50.65,54.42,-0.01,54.88,-4.23,53.65,-7.72,60.76,58.38,8,58.86,CRITICAL,UNHEALTHY,TRAIN
JR-05209,564.58,15.94,18.4,161.14,2.72,6.53,18.11,1.533,71.46,82.91,0.29,69.78,1.68,71.73,2.41,91.2,84.49,23,92.84,WARNING,MODERATE,TEST
JR-05320,643.85,8.44,27.56,160.29,2.19,7.0,27.01,1.712,75.1,74.07,0.56,71.53,3.57,74.16,4.99,76.45,75.71,24,89.79,WARNING,MODERATE,TRAIN
JR-07756,849.15,23.51,28.58,417.81,10.14,6.78,28.74,0.792,50.8,56.86,-0.16,47.83,2.96,48.98,6.19,47.64,56.26,3,58.49,CRITICAL,UNHEALTHY,TEST
JR-02422,427.41,6.71,24.84,54.89,1.42,7.07,24.27,1.511,87.16,78.9,0.57,81.33,5.83,86.61,7.17,74.73,78.26,1,89.39,SAFE,HEALTHY,TEST
JR-05605,558.79,4.17,23.0,114.34,1.2,7.0,22.37,1.497,79.54,71.17,0.63,71.6,7.94,75.47,11.09,79.63,75.24,30,83.32,WARNING,MODERATE,TRAIN
JR-01751,218.13,5.68,25.59,43.67,0.68,7.61,25.19,1.481,79.98,88.05,0.4,78.02,1.96,78.59,2.52,94.97,87.33,22,95.66,SAFE,HEALTHY,TRAIN
JR-07726,681.92,7.29,26.32,322.89,2.39,6.32,25.62,0.928,52.65,67.17,0.69,55.88,-3.23,54.94,-5.78,73.51,69.35,11,68.95,CRITICAL,UNHEALTHY,TRAIN
JR-06558,640.26,20.25,33.59,390.38,7.54,7.48,32.95,1.09,39.03,62.79,0.64,53.14,-14.11,42.31,-26.56,60.62,61.91,29,68.89,CRITICAL,UNHEALTHY,TRAIN
JR-04063,705.27,3.06,32.27,293.62,1.09,6.04,32.33,1.477,58.37,64.39,-0.06,62.91,-4.54,61.54,-7.21,57.22,62.41,3,77.82,WARNING,MODERATE,TRAIN
JR-07567,989.84,11.77,30.81,352.84,6.22,6.39,31.77,0.817,64.35,47.14,-0.96,66.6,-2.25,68.53,-3.38,42.87,48.34,8,51.7,CRITICAL,UNHEALTHY,TEST
JR-00339,352.85,5.39,23.47,70.05,0.63,6.87,23.23,1.5,80.15,88.3,0.24,81.94,-1.8,82.22,-2.19,84.25,89.52,12,96.23,SAFE,HEALTHY,TRAIN
JR-00216,381.34,2.1,21.71,53.9,0.26,7.13,21.23,2.0,85.87,87.81,0.48,83.23,2.64,86.67,3.17,84.74,82.59,20,100.0,SAFE,HEALTHY,TRAIN
JR-03664,370.72,7.68,23.14,74.03,0.98,6.75,23.08,2.0,80.03,87.3,0.06,83.93,-3.9,85.89,-4.64,95.21,90.64,11,100.0,SAFE,HEALTHY,TEST
JR-01342,406.16,5.32,15.9,65.95,0.65,7.88,15.31,1.889,83.76,87.85,0.58,80.94,2.82,83.48,3.49,93.02,91.68,22,100.0,SAFE,HEALTHY,TEST
JR-07318,639.1,18.16,20.97,407.43,8.16,6.91,20.06,1.068,36.25,55.1,0.91,39.06,-2.81,39.48,-7.2,54.68,55.95,19,62.68,CRITICAL,UNHEALTHY,TEST
JR-07737,753.46,17.14,24.22,340.95,6.45,5.79,23.46,1.139,54.75,62.39,0.75,64.95,-10.2,59.89,-15.7,65.8,65.98,6,69.58,CRITICAL,UNHEALTHY,TRAIN
JR-03895,524.09,3.84,25.29,78.78,0.19,6.85,25.66,1.758,84.97,95.14,-0.37,83.68,1.29,87.4,1.54,98.0,95.79,22,100.0,SAFE,HEALTHY,TEST
JR-03641,545.59,4.79,19.3,80.63,0.88,7.01,19.04,1.84,85.22,81.62,0.26,86.74,-1.52,86.48,-1.75,80.28,81.09,6,98.01,SAFE,HEALTHY,TRAIN
JR-00330,666.93,1.22,27.76,122.87,0.11,7.38,27.55,1.548,81.58,90.61,0.21,87.8,-6.22,84.96,-7.09,95.94,92.88,2,98.92,SAFE,HEALTHY,TRAIN
JR-06300,313.98,8.05,30.97,62.21,2.96,6.65,30.4,1.672,80.19,63.16,0.57,79.82,0.37,78.54,0.46,58.05,57.79,25,80.8,WARNING,MODERATE,TRAIN
JR-03005,168.46,9.64,20.39,24.93,1.7,7.39,19.59,1.776,85.2,82.37,0.8,83.34,1.87,82.11,2.24,78.83,82.85,5,97.3,SAFE,HEALTHY,TRAIN
JR-07636,850.56,21.23,31.34,308.02,7.46,7.29,29.26,1.275,63.79,64.86,2.09,68.5,-4.71,71.43,-6.88,58.09,63.78,18,74.15,CRITICAL,UNHEALTHY,TEST
JR-03116,360.36,3.01,22.16,99.54,0.29,7.21,22.14,1.919,72.38,90.49,0.03,69.02,3.36,71.72,4.87,83.97,88.19,6,100.0,SAFE,HEALTHY,TRAIN
JR-07962,774.62,16.47,24.19,428.25,7.22,7.03,23.37,0.971,44.72,56.19,0.83,48.96,-4.24,53.73,-8.67,57.94,58.63,29,61.57,CRITICAL,UNHEALTHY,TRAIN
JR-02323,284.98,6.9,26.27,49.4,2.09,7.95,25.31,1.514,82.66,69.65,0.96,79.36,3.3,83.14,4.16,71.82,70.37,25,82.52,SAFE,HEALTHY,TEST
JR-04198,428.93,19.91,23.88,170.7,6.27,6.93,23.49,1.872,60.2,68.48,0.4,59.4,0.8,62.25,1.35,72.25,70.07,11,88.79,WARNING,MODERATE,TRAIN
JR-03550,581.64,4.21,25.02,42.69,0.77,6.8,24.11,1.845,92.66,81.59,0.91,89.41,3.25,93.36,3.64,81.13,81.29,3,98.09,SAFE,HEALTHY,TRAIN
JR-01459,192.91,1.68,22.54,14.26,0.51,7.05,22.72,1.768,92.61,69.68,-0.19,93.78,-1.17,92.4,-1.24,77.8,76.65,13,87.61,SAFE,HEALTHY,TRAIN
JR-00172,429.19,0.65,25.5,26.33,0.11,7.67,25.17,1.407,93.87,82.59,0.33,98.0,-4.13,96.62,-4.22,81.32,79.81,30,90.08,SAFE,HEALTHY,TEST
JR-04204,201.56,3.99,29.33,103.68,1.04,7.03,29.34,0.958,48.56,73.93,-0.01,44.74,3.82,49.4,8.55,76.1,71.15,30,74.61,WARNING,MODERATE,TRAIN
JR-06706,279.81,17.38,37.0,126.7,8.8,6.41,36.39,0.766,54.72,49.34,0.61,60.68,-5.96,55.13,-9.82,47.24,45.06,25,52.32,CRITICAL,UNHEALTHY,TRAIN
JR-03570,345.89,2.97,24.33,57.78,0.35,6.88,23.63,1.628,83.3,88.1,0.71,87.65,-4.36,81.98,-4.97,83.39,87.48,19,98.63,SAFE,HEALTHY,TRAIN
JR-04227,420.86,7.87,19.87,126.27,1.2,7.04,20.42,2.0,70.0,84.78,-0.55,64.12,5.88,68.47,9.17,84.25,82.96,22,100.0,WARNING,MODERATE,TRAIN
JR-05159,393.99,2.36,27.88,131.33,0.8,6.72,27.53,1.77,66.67,66.2,0.34,67.01,-0.34,69.6,-0.51,66.13,64.28,7,85.05,WARNING,MODERATE,TRAIN
JR-06532,406.31,19.55,27.75,187.15,6.88,5.52,28.15,0.874,53.94,64.82,-0.4,60.06,-6.12,53.59,-10.2,59.92,60.65,4,66.1,CRITICAL,UNHEALTHY,TEST
JR-06186,744.39,15.29,23.82,266.61,3.71,6.49,23.91,1.584,64.18,75.75,-0.1,62.29,1.89,64.52,3.04,72.06,71.75,19,88.48,WARNING,MODERATE,TEST
JR-06597,851.03,22.25,23.69,444.56,9.87,5.64,25.35,1.165,47.76,55.65,-1.65,54.52,-6.76,51.49,-12.4,55.09,57.9,14,65.04,CRITICAL,UNHEALTHY,TRAIN
JR-00939,484.32,6.69,25.24,60.85,0.66,6.65,25.42,1.756,87.44,90.07,-0.17,89.32,-1.89,87.81,-2.11,93.74,90.12,11,100.0,SAFE,HEALTHY,TEST
JR-00061,450.56,6.29,31.87,79.03,1.3,7.37,30.39,1.706,82.46,79.39,1.48,75.55,6.91,81.3,9.15,71.03,76.03,19,93.66,SAFE,HEALTHY,TRAIN
JR-01241,451.63,6.16,26.16,123.19,1.42,7.32,25.74,1.625,72.72,76.97,0.42,60.7,12.02,71.1,19.8,80.96,77.66,4,90.23,SAFE,HEALTHY,TRAIN
JR-05761,424.15,15.7,19.49,135.71,2.18,7.6,19.11,1.864,68.0,86.14,0.38,73.0,-4.99,69.27,-6.84,85.09,87.37,24,100.0,WARNING,MODERATE,TRAIN
JR-05137,647.94,4.96,30.42,173.8,1.85,7.43,29.29,1.207,73.18,62.76,1.14,76.75,-3.57,74.73,-4.65,53.75,58.49,25,71.2,WARNING,MODERATE,TRAIN
JR-06691,1079.39,20.8,30.49,755.61,9.29,6.94,30.43,0.554,30.0,55.34,0.06,34.58,-4.59,31.51,-13.26,58.29,56.11,15,52.58,CRITICAL,UNHEALTHY,TRAIN
JR-02121,391.4,1.76,26.82,65.21,0.22,7.38,26.66,2.0,83.34,87.52,0.16,88.11,-4.77,85.06,-5.42,80.77,84.57,17,100.0,SAFE,HEALTHY,TRAIN
JR-01525,450.57,4.0,24.38,90.19,1.2,7.08,23.77,1.694,79.98,70.16,0.62,88.6,-8.62,83.25,-9.73,70.01,68.2,3,86.5,SAFE,HEALTHY,TEST
JR-00154,390.41,5.58,23.37,65.67,1.29,7.62,23.26,1.759,83.18,76.9,0.11,84.94,-1.76,81.59,-2.07,76.52,74.01,23,92.86,SAFE,HEALTHY,TEST
JR-00482,409.9,5.11,26.34,63.0,0.81,7.16,25.62,1.406,84.63,84.16,0.72,85.94,-1.31,87.21,-1.52,79.77,81.92,12,91.25,SAFE,HEALTHY,TRAIN
JR-06123,416.5,7.72,19.77,194.26,2.34,7.39,18.18,1.371,53.36,69.65,1.58,53.45,-0.09,53.23,-0.17,64.46,68.35,1,79.66,WARNING,MODERATE,TRAIN
JR-04461,523.45,4.28,29.58,164.36,1.16,6.78,29.29,1.525,68.6,72.98,0.29,67.67,0.93,72.43,1.38,78.12,70.69,6,85.23,WARNING,MODERATE,TEST
JR-03921,544.35,3.42,21.06,109.66,0.29,7.51,20.28,1.87,79.86,91.51,0.78,75.59,4.26,80.62,5.64,94.45,92.81,29,100.0,SAFE,HEALTHY,TEST
JR-01763,206.14,6.59,22.88,47.11,0.78,7.6,21.56,1.604,77.15,88.16,1.32,82.88,-5.73,76.44,-6.91,87.46,90.29,29,98.21,SAFE,HEALTHY,TRAIN
JR-00751,452.31,5.24,24.06,58.02,1.1,6.71,24.45,1.981,87.17,78.99,-0.39,84.13,3.04,86.93,3.62,87.05,83.15,30,98.87,SAFE,HEALTHY,TEST
JR-01786,375.88,6.47,25.56,71.18,1.28,6.92,25.59,1.738,81.06,80.27,-0.03,82.25,-1.18,79.36,-1.44,86.11,81.26,16,94.97,SAFE,HEALTHY,TRAIN
JR-06658,622.93,29.94,36.42,232.42,13.9,5.79,37.26,0.861,62.69,53.57,-0.84,60.98,1.71,59.34,2.8,49.57,49.33,9,57.39,CRITICAL,UNHEALTHY,TEST
JR-06213,510.43,2.68,24.68,200.06,1.15,6.21,24.53,1.371,60.8,57.2,0.15,66.93,-6.13,65.66,-9.15,65.18,60.2,18,70.32,WARNING,MODERATE,TRAIN
JR-04502,295.18,6.56,26.64,96.97,2.41,6.85,25.63,1.484,67.15,63.25,1.01,67.68,-0.54,64.99,-0.79,65.19,63.74,15,77.11,WARNING,MODERATE,TEST
JR-04854,684.52,18.57,24.81,286.67,5.33,6.06,23.7,1.483,58.12,71.3,1.11,61.09,-2.97,58.26,-4.86,76.16,76.41,29,83.13,WARNING,MODERATE,TEST
JR-02712,447.66,3.91,25.81,72.2,1.01,6.95,25.62,1.417,83.87,74.07,0.19,80.22,3.65,84.38,4.56,76.44,77.42,1,83.89,SAFE,HEALTHY,TRAIN
JR-06473,526.67,15.85,28.4,265.46,5.27,6.89,28.83,1.269,49.6,66.74,-0.43,57.59,-8.0,54.49,-13.88,73.95,71.9,25,75.43,CRITICAL,UNHEALTHY,TEST
JR-04194,283.05,14.63,27.67,91.12,4.01,6.3,26.58,1.629,67.81,72.58,1.09,72.71,-4.91,66.22,-6.75,78.2,75.26,22,87.02,WARNING,MODERATE,TRAIN
JR-01334,377.68,6.57,24.27,33.03,1.0,7.19,24.13,1.414,91.26,84.8,0.14,89.08,2.17,89.95,2.44,87.27,86.6,28,91.88,SAFE,HEALTHY,TRAIN
JR-07694,1089.7,2.77,19.96,423.77,1.01,6.54,18.91,1.122,61.11,63.33,1.04,68.8,-7.69,66.5,-11.18,59.78,62.88,24,69.94,CRITICAL,UNHEALTHY,TEST
JR-02855,175.36,8.94,21.83,26.6,1.38,7.15,21.67,2.0,84.83,84.6,0.16,82.98,1.85,83.2,2.23,81.01,82.68,28,100.0,SAFE,HEALTHY,TEST
JR-00187,402.96,2.75,20.66,43.01,0.32,6.73,20.0,1.381,89.33,88.43,0.65,90.83,-1.51,87.26,-1.66,88.35,87.63,12,93.95,SAFE,HEALTHY,TEST
JR-01137,445.15,3.23,28.37,35.82,0.76,6.78,27.71,1.938,91.95,76.28,0.66,83.03,8.92,88.52,10.74,77.42,75.01,5,95.96,SAFE,HEALTHY,TEST
JR-02059,379.34,7.52,22.96,62.29,1.29,7.81,23.46,1.885,83.58,82.83,-0.5,80.79,2.79,80.47,3.45,86.19,78.34,7,99.82,SAFE,HEALTHY,TRAIN
JR-07458,755.79,14.9,28.85,440.6,6.28,6.2,28.89,1.005,41.7,57.86,-0.04,43.28,-1.58,43.74,-3.65,45.55,52.53,6,63.5,CRITICAL,UNHEALTHY,TRAIN
JR-06708,642.86,9.36,29.38,335.41,5.16,4.74,29.08,0.973,47.83,44.9,0.3,44.69,3.13,49.84,7.01,36.66,42.01,10,53.14,CRITICAL,UNHEALTHY,TRAIN
JR-00149,415.67,9.38,27.93,79.31,1.72,7.36,27.66,1.83,80.92,81.71,0.27,82.6,-1.68,82.17,-2.03,87.19,83.99,1,97.87,SAFE,HEALTHY,TEST
JR-04125,466.04,6.62,25.05,72.17,2.22,7.09,24.78,1.765,84.51,66.38,0.27,89.83,-5.32,85.27,-5.92,62.12,66.4,20,85.09,WARNING,MODERATE,TRAIN
JR-04890,712.31,6.13,24.69,77.44,1.21,6.78,24.6,1.074,89.13,80.29,0.09,84.33,4.79,85.08,5.68,81.93,81.71,29,81.7,WARNING,MODERATE,TEST
JR-07367,473.61,25.49,27.63,111.46,12.86,5.91,27.02,0.91,76.47,49.55,0.61,77.69,-1.22,76.86,-1.57,52.65,49.49,14,55.37,CRITICAL,UNHEALTHY,TEST
JR-03364,282.32,6.31,20.43,41.11,0.74,7.63,19.28,1.915,85.44,88.35,1.16,87.56,-2.12,83.62,-2.42,81.66,89.34,4,100.0,SAFE,HEALTHY,TEST
JR-04789,438.28,16.48,24.19,148.11,4.71,6.85,23.98,1.069,66.21,71.44,0.21,67.27,-1.07,65.96,-1.58,65.2,69.73,7,74.95,WARNING,MODERATE,TEST
JR-02867,380.29,10.4,25.55,70.56,0.83,7.0,25.94,1.935,81.44,92.02,-0.39,88.48,-7.04,82.78,-7.95,91.69,91.67,25,100.0,SAFE,HEALTHY,TEST
JR-03777,480.09,6.91,22.48,36.5,0.7,7.18,20.34,1.677,92.4,89.85,2.14,90.38,2.02,89.82,2.23,89.25,88.21,30,100.0,SAFE,HEALTHY,TRAIN
JR-01387,543.91,2.92,25.44,125.21,0.63,7.04,25.92,1.771,76.98,78.32,-0.47,80.71,-3.73,76.77,-4.62,78.07,76.74,5,94.16,SAFE,HEALTHY,TRAIN
JR-05942,455.8,6.4,26.05,163.3,2.22,7.04,25.61,1.651,64.17,65.38,0.44,62.04,2.13,60.51,3.44,62.55,66.22,6,82.04,WARNING,MODERATE,TRAIN
JR-07909,929.0,16.56,33.52,626.12,5.47,6.99,32.33,0.583,32.6,66.95,1.2,37.78,-5.18,36.79,-13.71,61.49,69.16,8,61.87,CRITICAL,UNHEALTHY,TRAIN
JR-06623,1127.71,17.26,34.32,728.96,8.81,6.04,34.03,0.882,35.36,48.94,0.28,41.89,-6.53,38.6,-15.6,41.9,45.48,25,54.34,CRITICAL,UNHEALTHY,TRAIN
JR-05696,553.53,13.25,21.48,69.07,4.61,6.86,21.34,2.0,87.52,65.2,0.14,93.84,-6.32,89.0,-6.73,67.0,65.48,15,88.9,WARNING,MODERATE,TEST
JR-03630,354.71,8.09,24.71,101.55,1.28,7.16,24.07,1.812,71.37,84.18,0.63,72.51,-1.14,74.18,-1.57,78.17,84.61,29,99.37,SAFE,HEALTHY,TRAIN
JR-07200,565.8,10.02,19.95,163.57,4.27,6.16,19.56,1.097,71.09,57.39,0.38,73.5,-2.41,68.55,-3.27,58.11,55.78,21,64.99,CRITICAL,UNHEALTHY,TRAIN
JR-04798,310.2,15.41,30.23,114.54,1.12,7.48,30.4,1.556,63.07,92.72,-0.18,57.07,6.0,59.83,10.52,91.8,92.43,24,100.0,WARNING,MODERATE,TEST
